Datetime,Demand,Supply,Imbalance,Price,State
2004-05-01 01:00:00,2.3654799360105105,193.08210097280477,190.71662103679427,100,5
2004-05-01 02:00:00,0.3466810476751938,-463.7124176521281,-464.0590986998033,100,2
2004-05-01 03:00:00,14.337036764761411,-255.32699568478904,-269.66403244955046,100,3
2004-05-01 04:00:00,0.0,-877.4175167930844,-877.4175167930844,100,1
2004-05-01 05:00:00,10.807844684643442,-887.9851036418462,-898.7929483264896,100,1
2004-05-01 06:00:00,9.724893036509346,532.4305694555917,522.7056764190824,100,6
2004-05-01 07:00:00,0.0,-737.2516317648785,-737.2516317648785,100,1
2004-05-01 08:00:00,53.478114365604675,-776.6160695194571,-830.0941838850619,100,1
2004-05-01 09:00:00,5.387959679270798,855.2696652932318,849.881705613961,100,7
2004-05-01 10:00:00,17.05205767102728,-863.663813225805,-880.7158708968323,100,1
2004-05-01 11:00:00,0.0,563.966238529536,563.966238529536,100,6
2004-05-01 12:00:00,9.164427009813569,-403.56361438444674,-412.7280413942603,100,2
2004-05-01 13:00:00,20.86984506529128,-277.6647677350426,-298.53461280033383,100,3
2004-05-01 14:00:00,5.94078697046419,515.0028369757222,509.06205000525796,100,6
2004-05-01 15:00:00,7.6243212071768784,-650.4903320322476,-658.1146532394245,100,1
2004-05-01 16:00:00,68.7592816766984,-526.2749410808327,-595.0342227575311,100,2
2004-05-01 17:00:00,-10.334373535773212,-185.5026639371456,-175.1682904013724,100,3
2004-05-01 18:00:00,10.416312712827587,389.553709067456,379.13739635462844,100,5
2004-05-01 19:00:00,5.847979633817955,-898.4274466307718,-904.2754262645898,100,1
2004-05-01 20:00:00,0.0,387.4748874443031,387.4748874443031,100,5
2004-05-01 21:00:00,18.535652175142708,4.7417276771650165,-13.793924497977692,100,4
2004-05-01 22:00:00,25.130931398206624,-776.4349521697728,-801.5658835679794,100,1
2004-05-01 23:00:00,-23.589493869744892,-1028.2482722990226,-1004.6587784292777,100,0
2004-05-02 00:00:00,13.608216256921416,492.19042193401293,478.5822056770915,100,6
2004-05-02 01:00:00,3.552998976076883,655.5442687365949,651.991269760518,100,6
2004-05-02 02:00:00,13.195715510363144,230.68014491851125,217.48442940814812,100,5
2004-05-02 03:00:00,24.499334615631618,-56.37470007309507,-80.87403468872668,100,4
2004-05-02 04:00:00,44.865896379984186,-1125.3608248885093,-1170.2267212684935,100,0
2004-05-02 05:00:00,56.380762803823046,-1005.6880791818912,-1062.0688419857142,100,0
2004-05-02 06:00:00,1.6678090391921803,873.8776015028948,872.2097924637026,100,7
2004-05-02 07:00:00,28.840788013159717,-988.8749223696858,-1017.7157103828455,100,0
2004-05-02 08:00:00,26.497295286402245,118.78809611087486,92.29080082447261,100,4
2004-05-02 09:00:00,27.96068270643859,-614.6886343177881,-642.6493170242267,100,2
2004-05-02 10:00:00,0.0,-765.8429482637755,-765.8429482637755,100,1
2004-05-02 11:00:00,72.13540544158187,-482.680560799019,-554.8159662406009,100,2
2004-05-02 12:00:00,72.51569804364502,-935.7809800285199,-1008.2966780721649,100,0
2004-05-02 13:00:00,12.248352503899559,-56.84624517817613,-69.09459768207569,100,4
2004-05-02 14:00:00,68.35266281751402,-336.7345799868232,-405.08724280433717,100,2
2004-05-02 15:00:00,132.7182507091043,-376.38201147347854,-509.1002621825828,100,2
2004-05-02 16:00:00,20.57323888107965,-687.7336894758153,-708.3069283568949,100,1
2004-05-02 17:00:00,25.54255088870652,77.72205605694225,52.179505168235735,100,4
2004-05-02 18:00:00,13.358188927814576,40.73797569447808,27.379786766663507,100,4
2004-05-02 19:00:00,10.88046321307206,338.999471318176,328.11900810510394,100,5
2004-05-02 20:00:00,16.740241412807734,134.55164952988997,117.81140811708224,100,4
2004-05-02 21:00:00,19.8112699198858,-440.75431614471626,-460.56558606460203,100,2
2004-05-02 22:00:00,59.86642931040086,-349.9269898599697,-409.79341917037056,100,2
2004-05-02 23:00:00,13.595694475117647,935.6283927328519,922.0326982577343,100,7
2004-05-03 00:00:00,33.8908505805017,-467.99517847520656,-501.88602905570826,100,2
2004-05-03 01:00:00,5.705432353571741,-12.544998278293633,-18.250430631865374,100,4
2004-05-03 02:00:00,10.059828140964195,442.8200444766028,432.7602163356386,100,6
2004-05-03 03:00:00,11.048805739008928,-666.5561280653583,-677.6049338043672,100,1
2004-05-03 04:00:00,61.35086850097864,-943.4524165936612,-1004.8032850946398,100,0
2004-05-03 05:00:00,35.865918687936784,-489.64247394444715,-525.5083926323839,100,2
2004-05-03 06:00:00,6.7769905761213565,352.93904999581883,346.16205941969747,100,5
2004-05-03 07:00:00,25.447157377651436,-298.9679018849638,-324.4150592626152,100,3
2004-05-03 08:00:00,6.320331073908855,973.3644642449227,967.0441331710139,100,8
2004-05-03 09:00:00,17.363496898351514,-33.32741649473608,-50.69091339308759,100,4
2004-05-03 10:00:00,49.29845357535609,-358.89696306688063,-408.19541664223675,100,2
2004-05-03 11:00:00,24.59847004985474,-567.3825790474309,-591.9810490972857,100,2
2004-05-03 12:00:00,93.00168921626607,-840.3072576990655,-933.3089469153316,100,0
2004-05-03 13:00:00,10.545154193658997,863.665761861021,853.120607667362,100,7
2004-05-03 14:00:00,3.4120350970186175,-246.3992763065405,-249.8113114035591,100,3
2004-05-03 15:00:00,77.68120676547544,-143.0139291200201,-220.69513588549552,100,3
2004-05-03 16:00:00,0.0,846.781825389068,846.781825389068,100,7
2004-05-03 17:00:00,-32.178294647935935,-655.3792553159753,-623.2009606680394,100,2
2004-05-03 18:00:00,231.90456538825754,-108.60439747332116,-340.5089628615787,100,3
2004-05-03 19:00:00,41.68008457802757,-660.914386453167,-702.5944710311946,100,1
2004-05-03 20:00:00,120.6956648507687,-295.0936299079996,-415.78929475876834,100,2
2004-05-03 21:00:00,11.893975395015099,414.1869572667097,402.2929818716946,100,5
2004-05-03 22:00:00,19.843360925848646,-698.1597308058867,-718.0030917317354,100,1
2004-05-03 23:00:00,71.03685894404569,-998.1764531294205,-1069.213312073466,100,0
2004-05-04 00:00:00,0.5205496782741144,379.6337694879194,379.1132198096453,100,5
2004-05-04 01:00:00,18.677524717183232,662.9325833454234,644.2550586282401,100,6
2004-05-04 02:00:00,0.0,404.0450811379717,404.0450811379717,100,5
2004-05-04 03:00:00,1.7195358050070795,-386.22835369128245,-387.9478894962895,100,3
2004-05-04 04:00:00,15.903195569963033,-737.3262020110396,-753.2293975810027,100,1
2004-05-04 05:00:00,2.0627994945473556,463.26740371785746,461.2046042233101,100,6
2004-05-04 06:00:00,3.247471574056661,430.3191229967116,427.07165142265495,100,6
2004-05-04 07:00:00,15.530856535473674,238.6605333216508,223.12967678617713,100,5
2004-05-04 08:00:00,37.927144470193205,-721.5589580635344,-759.4861025337276,100,1
2004-05-04 09:00:00,26.426125966451828,29.63652255453532,3.2103965880834906,100,4
2004-05-04 10:00:00,258.530243474338,-315.35593294726436,-573.8861764216024,100,2
2004-05-04 11:00:00,37.72946990660563,-280.74428440053333,-318.47375430713896,100,3
2004-05-04 12:00:00,49.88908426296858,-607.9605196749479,-657.8496039379165,100,1
2004-05-04 13:00:00,72.05464451702503,-57.95255113051748,-130.00719564754252,100,3
2004-05-04 14:00:00,459.8306227334445,128.51035230053932,-331.3202704329052,100,3
2004-05-04 15:00:00,10.569535114127127,-46.66329524241614,-57.23283035654327,100,4
2004-05-04 16:00:00,17.950636265387935,-579.2030465947597,-597.1536828601477,100,2
2004-05-04 17:00:00,65.49139944818398,-782.9583239977204,-848.4497234459044,100,1
2004-05-04 18:00:00,30.72083997996844,49.52260390800883,18.801763928040394,100,4
2004-05-04 19:00:00,156.84970725819852,-142.5465601379231,-299.39626739612163,100,3
2004-05-04 20:00:00,6.068089874156055,-227.03250138195,-233.10059125610604,100,3
2004-05-04 21:00:00,15.537811075228719,84.39573163450252,68.85792055927381,100,4
2004-05-04 22:00:00,51.40364545953759,-136.59067496097015,-187.99432042050773,100,3
2004-05-04 23:00:00,14.017794547463597,-30.895620629352706,-44.9134151768163,100,4
2004-05-05 00:00:00,87.9394512137594,-883.808118791387,-971.7475700051464,100,0
2004-05-05 01:00:00,49.492236109415735,-242.5305214212774,-292.0227575306931,100,3
2004-05-05 02:00:00,16.03537100893141,218.67783680296452,202.64246579403311,100,5
2004-05-05 03:00:00,27.990630933288557,-339.8851218302276,-367.8757527635162,100,3
2004-05-05 04:00:00,109.99053503431162,-126.14698577363876,-236.13752080795038,100,3
2004-05-05 05:00:00,95.71743208273568,-176.2501782985375,-271.9676103812732,100,3
2004-05-05 06:00:00,207.31712864136975,-217.21020900698744,-424.52733764835716,100,2
2004-05-05 07:00:00,61.811723278120546,-587.800904318652,-649.6126275967725,100,2
2004-05-05 08:00:00,14.11365652289038,1093.3154277586045,1079.2017712357142,100,8
2004-05-05 09:00:00,13.394728070760738,670.7233496265271,657.3286215557664,100,6
2004-05-05 10:00:00,24.524188169780636,-589.6404443629413,-614.1646325327218,100,2
2004-05-05 11:00:00,2.059818233679398,644.8148135011864,642.7549952675071,100,6
2004-05-05 12:00:00,187.20636804753943,-242.64282193668075,-429.8491899842202,100,2
2004-05-05 13:00:00,0.0,607.9536221649464,607.9536221649464,100,6
2004-05-05 14:00:00,73.38167038735138,-919.1397522542414,-992.5214226415928,100,0
